"x" "y" "grp" "srtm_56_04" "ruggedness" "Occ_1200" "row_id"
-132790.325768971 4837565.24440289 6583 1068.41015625 3.83703470230103 0.6787954545 332
-130790.325768971 4837565.24440289 6585 1051.2265625 3.81902939081192 0.605994865 333
-128790.325768971 4837565.24440289 6587 1031.36328125 3.5203469991684 0.605994865 334
-126790.325768971 4837565.24440289 6431 1004.57421875 2.91846394538879 0.605994865 335
-124790.325768971 4837565.24440289 6433 1000.87890625 2.91497472922007 0.605994865 336
-122790.325768971 4837565.24440289 6434 996.59765625 3.47725089391073 0.605994865 337
-120790.325768971 4837565.24440289 6436 995.2421875 5.58188851674398 0.605994865 338
-118790.325768971 4837565.24440289 6438 1007.7734375 5.94815731048584 0.605994865 339
-116790.325768971 4837565.24440289 6440 1020.80078125 6.40862973531087 0.605994865 340
-114790.325768971 4837565.24440289 6442 1040.39453125 7.09902127583822 0.605994865 341
-112790.325768971 4837565.24440289 6445 1053.08203125 7.04250939687093 0.245172008 342
-164790.325768971 4839565.24440289 6711 1316.1953125 7.37825620174408 0.58652607 343
-162790.325768971 4839565.24440289 6553 1254.8203125 7.40007090568542 0.58652607 344
-160790.325768971 4839565.24440289 6554 1246.3671875 7.35104429721832 0.58652607 345
-158790.325768971 4839565.24440289 6556 1237.6875 7.37203776836395 0.58652607 346
-156790.325768971 4839565.24440289 6558 1225.296875 7.68622422218323 0.58652607 347
-154790.325768971 4839565.24440289 6560 1213.6484375 7.44864523410797 0.58652607 348
-152790.325768971 4839565.24440289 6564 1202.89453125 7.40734875202179 0.669061057 349
-150790.325768971 4839565.24440289 6566 1185.7734375 7.14528584480286 0.751596044 350
-148790.325768971 4839565.24440289 6409 1171.84765625 8.56783080101013 0.751596044 351
-146790.325768971 4839565.24440289 6411 1170.890625 8.24767398834229 0.751596044 352
-144790.325768971 4839565.24440289 6413 1154.6640625 8.39896512031555 0.751596044 353
-142790.325768971 4839565.24440289 6415 1127.05078125 8.42897828420003 0.751596044 354
-140790.325768971 4839565.24440289 6417 1132.10546875 9.60807784398397 0.751596044 355
-138790.325768971 4839565.24440289 6419 1095.86328125 7.73556792736053 0.751596044 356
-136790.325768971 4839565.24440289 6420 1085.59765625 5.03040146827698 0.751596044 357
-134790.325768971 4839565.24440289 6422 1066.6484375 4.13524341583252 0.751596044 358
-132790.325768971 4839565.24440289 6269 1028.88671875 3.67180275917053 0.6787954545 359
-130790.325768971 4839565.24440289 6271 1015.015625 3.60936379432678 0.605994865 360
-128790.325768971 4839565.24440289 6273 999.81640625 3.72529202699661 0.605994865 361
-126790.325768971 4839565.24440289 6275 993.55859375 3.68363910913467 0.605994865 362
-124790.325768971 4839565.24440289 6276 992.2109375 3.207026720047 0.605994865 363
-122790.325768971 4839565.24440289 6278 985.8125 3.29041564464569 0.605994865 364
-120790.325768971 4839565.24440289 6280 976.7578125 6.9877233505249 0.605994865 365
-118790.325768971 4839565.24440289 6282 972.40625 7.52552127838135 0.605994865 366
-116790.325768971 4839565.24440289 6129 951.30859375 5.44224935770035 0.605994865 367
-114790.325768971 4839565.24440289 6131 958.6015625 5.18974351882935 0.605994865 368
-112790.325768971 4839565.24440289 6133 964.60546875 5.57695376873016 0.4255834365 369
-164790.325768971 4841565.24440289 6394 1241.65234375 5.92336813608805 0.58652607 370
-162790.325768971 4841565.24440289 6395 1230.95703125 5.92734225591024 0.58652607 371
-160790.325768971 4841565.24440289 6397 1210.1484375 5.68731220563253 0.58652607 372
-158790.325768971 4841565.24440289 6399 1201.48828125 6.93875352541606 0.58652607 373
-156790.325768971 4841565.24440289 6401 1186.0625 6.06954987843831 0.58652607 374
-154790.325768971 4841565.24440289 6403 1174.27734375 6.36593770980835 0.58652607 375
-152790.325768971 4841565.24440289 6250 1187.99609375 9.72040629386902 0.751596044 376
-150790.325768971 4841565.24440289 6251 1189.13671875 8.61417937278748 0.751596044 377
-148790.325768971 4841565.24440289 6253 1188.0546875 8.9046927690506 0.751596044 378
-146790.325768971 4841565.24440289 6255 1150.4140625 7.31932413578033 0.751596044 379
-144790.325768971 4841565.24440289 6257 1128.51171875 7.60193526744843 0.751596044 380
-142790.325768971 4841565.24440289 6259 1110.2734375 8.14240717887878 0.751596044 381
-140790.325768971 4841565.24440289 6261 1102.2109375 9.21398603916168 0.751596044 382
-138790.325768971 4841565.24440289 6107 1067.3671875 7.46661186218262 0.751596044 383
-136790.325768971 4841565.24440289 6109 1044.57421875 4.99071836471558 0.751596044 384
-134790.325768971 4841565.24440289 6111 1036.0234375 3.97312992811203 0.751596044 385
-132790.325768971 4841565.24440289 6114 1011.546875 3.55202025175095 0.6787954545 386
-130790.325768971 4841565.24440289 6116 999.0859375 3.47936254739761 0.605994865 387
-128790.325768971 4841565.24440289 6118 986.25390625 3.73004430532455 0.605994865 388
-126790.325768971 4841565.24440289 6119 981.53515625 4.9263596534729 0.605994865 389
-124790.325768971 4841565.24440289 6121 989.64453125 7.68695306777954 0.605994865 390
-122790.325768971 4841565.24440289 5967 986.1328125 7.97128248214722 0.605994865 391
-120790.325768971 4841565.24440289 5969 983.40234375 10.1172840595245 0.605994865 392
-118790.325768971 4841565.24440289 5971 957.140625 8.11755990982056 0.605994865 393
-116790.325768971 4841565.24440289 5973 939.1796875 4.69714003801346 0.605994865 394
-114790.325768971 4841565.24440289 5974 930.984375 4.30160599946976 0.605994865 395
-112790.325768971 4841565.24440289 5977 930.6015625 4.43042063713074 0.4255834365 396
-164790.325768971 4843565.24440289 6237 1216.15234375 5.91762292385101 0.58652607 397
-162790.325768971 4843565.24440289 6239 1198.21484375 5.32818365097046 0.58652607 398
-160790.325768971 4843565.24440289 6241 1183.5546875 4.68367993831635 0.58652607 399
-158790.325768971 4843565.24440289 6088 1152.12890625 5.3546040058136 0.58652607 400
-156790.325768971 4843565.24440289 6090 1144.9140625 6.86801958084106 0.58652607 401
-154790.325768971 4843565.24440289 6092 1153.765625 8.10076057910919 0.58652607 402
-152790.325768971 4843565.24440289 6094 1158.1953125 8.35252737998962 0.669061057 403
-150790.325768971 4843565.24440289 6096 1154.2265625 6.49176919460297 0.751596044 404
-148790.325768971 4843565.24440289 6098 1153.2890625 6.04523932933807 0.751596044 405
-146790.325768971 4843565.24440289 6100 1121.08203125 5.73036420345306 0.751596044 406
-144790.325768971 4843565.24440289 6102 1107.140625 6.56582498550415 0.751596044 407
-142790.325768971 4843565.24440289 5947 1086.73046875 7.86494207382202 0.751596044 408
-140790.325768971 4843565.24440289 5948 1080.0390625 7.54452097415924 0.751596044 409
-138790.325768971 4843565.24440289 5950 1054.890625 6.9421820640564 0.751596044 410
-136790.325768971 4843565.24440289 5952 1034.1328125 5.11692643165588 0.751596044 411
-134790.325768971 4843565.24440289 5954 1018.296875 3.75935542583466 0.751596044 412
-132790.325768971 4843565.24440289 5958 998.0703125 3.45147579908371 0.6787954545 413
-130790.325768971 4843565.24440289 5960 984.421875 3.32524812221527 0.605994865 414
-128790.325768971 4843565.24440289 5961 978.54296875 3.367540538311 0.605994865 415
-126790.325768971 4843565.24440289 5808 972.17578125 5.83375453948975 0.605994865 416
-124790.325768971 4843565.24440289 5810 984.0859375 8.58370137214661 0.605994865 417
-122790.325768971 4843565.24440289 5812 983.65625 7.45411503314972 0.605994865 418
-120790.325768971 4843565.24440289 5814 960.40625 10.2437584400177 0.605994865 419
-118790.325768971 4843565.24440289 5816 940.3984375 7.65026307106018 0.605994865 420
-116790.325768971 4843565.24440289 5817 933.515625 6.40108239650726 0.605994865 421
-114790.325768971 4843565.24440289 5819 924.26953125 3.96850281953812 0.605994865 422
-112790.325768971 4843565.24440289 5822 913.7734375 3.37963956594467 0.4255834365 423
-158790.325768971 4845565.24440289 5931 1169.1875 8.81338953971863 0.58652607 424
-156790.325768971 4845565.24440289 5933 1172.68359375 12.3185229301453 0.58652607 425
-154790.325768971 4845565.24440289 5934 1169.48046875 10.4170053005219 0.58652607 426
-152790.325768971 4845565.24440289 5937 1160.625 7.9044224023819 0.669061057 427
-150790.325768971 4845565.24440289 5939 1144.625 6.42984068393707 0.751596044 428
-142790.325768971 4845565.24440289 5792 1089.71484375 7.06977772712708 0.751596044 429
-140790.325768971 4845565.24440289 5794 1069.91015625 7.55396354198456 0.751596044 430
-138790.325768971 4845565.24440289 5796 1052.20703125 6.68053293228149 0.751596044 431
-136790.325768971 4845565.24440289 5798 1022.87109375 5.56193876266479 0.751596044 432
-134790.325768971 4845565.24440289 5800 1005.97265625 3.6499188542366 0.751596044 433
-126790.325768971 4845565.24440289 5655 974.2578125 7.04178750514984 0.605994865 434
-124790.325768971 4845565.24440289 5657 964.3828125 6.69725656509399 0.605994865 435
-122790.325768971 4845565.24440289 5659 957.19140625 7.25774621963501 0.605994865 436
-120790.325768971 4845565.24440289 5661 955.70703125 10.4170873165131 0.605994865 437
-118790.325768971 4845565.24440289 5662 936.75390625 9.60729992389679 0.605994865 438
